T,t
9.5,0
9.5,1
9.6,2
9.8,3
9.9,4
10.2,5
10.4,6
10.5,7
10.8,8
10.9,9
11.1,10
11.3,11
11.5,12
11.7,13
11.8,14
12,15
12.1,16
12.3,17
12.4,18
12.6,19
12.8,20
12.8,21
13,22
13.2,23
13.4,24
13.4,25
13.6,26
13.7,27
13.8,28
13.9,29
14,30
14.2,31
14.3,32
14.4,33
14.5,34
14.6,35
14.7,36
14.9,37
15,38
15.1,39
15.2,40
15.3,41
15.4,42
15.6,43
15.7,44
15.7,45
15.8,46
15.9,47
16,48
16.1,49
16.2,50
16.3,51
16.3,52
16.4,53
16.5,54
16.6,55
16.7,56
16.8,57
16.9,58
17,59
17,60
