T,t
88.6,0
83.5,1
79.9,2
76.4,3
73.2,4
70.7,5
68.4,6
66.2,7
64.2,8
62.7,9
60.9,10
59.5,11
58.1,12
56.8,13
55.3,14
54.2,15
53.1,16
52.1,17
51.3,18
50.2,19
49.4,20
48.4,21
47.7,22
47.1,23
46.2,24
45.6,25
44.9,26
44.1,27
43.7,28
43.1,29
42.6,30
42.1,31
41.5,32
41,33
40.4,34
40.1,35
39.5,36
39.2,37
38.8,38
38.5,39
38,40
37.5,41
37.3,42
36.9,43
36.7,44
36.3,45
36,46
35.6,47
35.3,48
34.9,49
34.7,50
34.4,51
34.2,52
33.9,53
33.5,54
33.3,55
33,56
32.9,57
32.8,58
32.8,59
32.5,60
